CCCC,Location,Country Name
LSSW,Zurich (MET COM Centre),Switzerland
LSZH,Zurich,Switzerland
LTAA,Ankara (Sehir-City),Turkey
LTAC,Ankara/Esenboga,Turkey
LTAD,Ankara/Etimesgut (Mil),Turkey
LTAE,Ankara/Mürted (Mil),Turkey
LTAF,Adana,Turkey
LTAG,Adana/Incirlik (Mil),Turkey
LTAI,Antalya,Turkey
LTAN,Konya (Mil),Turkey
LTAP,Merzifon (Mil),Turkey
LTAQ,Samsun,Turkey
LTAT,Malatya/Erhac (Mil),Turkey
LTAU,Kayseri/Erikilet (Mil),Turkey
LTBA,Istanbul/Yesilköy,Turkey
LTBE,Bursa,Turkey
LTBF,Balikesir (Mil),Turkey
LTBG,Bandirma (Mil),Turkey
LTBI,Eskisehir (Mil),Turkey
LTBJ,Izmir Adran Menderes,Turkey
LTBL,Izmir/Çigli (Civil/Mil),Turkey
LTCA,Elazig,Turkey
LTCC,Diyarbakir (Civil/Mil),Turkey
LTCE,Erzurum,Turkey
LTCG,Trabzon,Turkey
LUKK,Chisinau,Republic of Moldova
LWMO,WMO/OMM Secretariat,Switzerland
LXGB,Gibraltar/North Front,Gibraltar
LYBE,Beograd/Nikola Tesla,Serbia
LYBM,Beograd,Serbia
LYPG,Podgorica,Montenegro
LYTI,Titograd,Serbia and Montenegro
LYTV,Tivat,Serbia and Montenegro
LZIB,Bratislava,Slovakia
LZKZ,Kosice,Slovakia
LZMC,Malacky (Mil),Slovakia
LZPP,Pieštany,Slovakia
LZPW,Presov,Slovakia
LZSL,Sliac,Slovakia
LZSO,Sofia,Bulgaria
LZTN,Trencin,Slovakia
LZTT,Poprad,Slovakia
MBGT,Jags McCartney International,Turks and Caicos Islands
MBPV,Providenciales International,Turks and Caicos Islands
MDHE,--,Dominican Republic
MDJB,Higuero/Intl Dr Joaquin Balaguer,Dominican Republic
MDPC,Punta Cana Intl,Dominican Republic
MDSD,Santo Domingo/De las Américas,Dominican Republic
MGAC,--,Guatemala
MGAD,--,Guatemala
MGGA,--,Guatemala
MGGT,Guatemala/La Aurora,Guatemala
MGSJ,Puerto de San Jose,Guatemala
MHAM,Amapala,Honduras
MHCA,Catacamas,Honduras
MHCH,Choluteca,Honduras
MHGT,--,Honduras
MHLC,La Ceiba/Goloson Intl,Honduras
MHLE,La Esperanza,Honduras
MHLM,San Pedro Sula/Ramon V Morales Intl,Honduras
MHNO,--,Honduras
MHPL,Puerto Lempira,Honduras
MHRO,Roatan/Juan Manuel Galvez Intl,Honduras
MHSP,San Pedro Sula,Honduras
MHSR,Santa Rosa de Copan,Honduras
MHTE,Tela,Honduras
MHTG,Tegucigalpa/Toncontín,Honduras
MHTR,--,Honduras
MHYR,Yoro,Honduras
MJSK,Skopje,The former Yugoslav Republic of Macedonia
MKJK,Kingston (City, ACC, FIR),Honduras
MKJM,Montego Bay (City),Jamaica
MKJP,Kingston/Norman Manley Intl.,Jamaica
MKJS,Montego Bay/Sangster Intl.,Jamaica
MKKJ,Port Antonio/Ken Jones,Jamaica
MKKP,--,Jamaica
MKKS,--,Jamaica
MKPS,--,Jamaica
MMAS,Aguascalientes,Mexico
MMCS,Cd. Juarez,Mexico
MMCU,Chihuahua,Mexico
MMCV,Cd. Victoria,Mexico
MMCZ,Cozumel,Mexico
MMEI,--,Mexico
MMEP,Tepic,Mexico
MMEX,Acc Mexico,Mexico
MMGL,Guadalajara,Mexico
MMHT,--,Mexico
MMID,Acc Merida,Mexico
MMIO,Saltillo,Mexico
MMLO,Leon,Mexico
MMLT,Loreto,Mexico
MMMA,Matamoros,Mexico
MMMD,Merida,Mexico
MMME,--,Mexico
MMMI,--,Mexico
MMMM,Morelia,Mexico
MMMV,Monclova,Mexico
MMMX,Mexico,Mexico
MMMY,Monterrey,Mexico
MMMZ,Mazatlan,Mexico
MMPN,Uruapan,Mexico
MMPR,Puerto Vallarta,Mexico
MMSP,San Luis Potosi,Mexico
MMTM,Tampico,Mexico
MMTO,Toluca,Mexico
MMTY,Acc Monterrey,Mexico
MMZC,Zacatecas,Mexico
MMZT,Acc Mazatlan,Mexico
MNMG,Managua/Las Mercedes,Nicaragua
MNUB,Ulaanbaatar,Mongolia
MPCH,Changuinola,Panama
MPCZ,Corozal Oeste,Panama
MPDA,David/Enrique A. Malek,Panama
MPFS,Fort Sherman AB,Panama
MPHO,Howard AFB,Panama
MPLP,La Palma,Panama
MPMG,Panama/Paitilla Marco A. Gelabert,Panama
MPTO,Panamá/Tocumén,Panama
MROC,San José/Juan Santamaría Intl.,Costa Rica
MRSJ,San José (City),Costa Rica
MSLP,Cuscatlán,El Salvador
MSSI,--,El Salvador
MSSS,San Salvador/Ilopango Intl.,El Salvador
MTCH,Cap Haitien/Intl,Haiti
MTPP,Port-au-Prince,Haiti
MTTP,--,Haiti
MUCC,Cayo Coco/Jardines del Rey,Cuba
MUCF,Cienfuegos/Jamie Gonzalez,Cuba
MUCM,Camagüey,Cuba
MUGM,Guantánamo (US-Naval Air Base),Cuba
MUHA,Habana/José Martí (Havana-La Habana- La Havane),Cuba
MUHS,--,Cuba
MUHV,--,Cuba
MUHW,--,Cuba
MUPN,Pina,Cuba
MUST,--,Cuba
MUVR,Varadero,Cuba
MWCB,Charles Kirkconnell International Airport,Cayman Islands
MWCG,Grand Cayman, Cayman Is.,Cayman Islands
MWCR,Owen Roberts Intl/Grand Cayman,Cayman Islands
MYBE,--,Bahamas and Turks and Caicos Islands
MYEF,Exuma International,Bahamas and Turks and Caicos Islands
MYGF,Freeport/Intl., Grand Bahama I.,Bahamas and Turks and Caicos Islands
MYNN,Nassau/Intl., New Providence I.,Bahamas and Turks and Caicos Islands
MZBZ,Belize/Intl.,Belize
MZXB,--,Belize
NCAI,Aitutaki,Cook Islands
NCPY,Penrhyn/Tongareva,Cook Islands
NCRG,Rarotonga,Cook Islands
NFFN,Nadi Intl.,Fiji
NFNA,Nausori/Intl.,Fiji
NFTF,Tonga,Tonga
NGFU,Funafuti, Tuvalu,Tuvalu
NGTA,Tarawa/Bonriki, Kiribati,Kiribati
NGTE,Tabiteuea (North), Kiribati,Kiribati
NGTT,Tarawa/Betio, Kiribati,Kiribati
NIUE,Alofi/Niue Intl.,Niue
NLWW,Wallis Hihifo,New Caledonia
NSAP,Apia,Samoa
NSFA,Faleolo/Intl,Samoa
NSTU,Pago Pago Intl., Tutuila Island,Samoa (American)
NTAA,Tahiti/Faaa, Archipel de la Société,French Polynesia
NTAT,Tubuai/Mataura,French Polynesia
NTCD,--,French Polynesia
NTGT,Takapoto,French Polynesia
NTKR,Takaroa,French Polynesia
NTTB,Bora-Bora-Motu-Mute,French Polynesia
NVSS,Santo/Pekoa,Vanuatu
NVVK,Lenakel/Burtonfield,Vanuatu
NVVV,Port Vila/Bauerfield, Efate I.,Vanuatu
NWBB,Nouméa (MET) (Ville),New Caledonia
NWCC,Nouméa la Tontouta Met.,New Caledonia
NWWW,Nouméa/La Tontouta,New Caledonia
NZAK,Auckland (City),New Zealand
NZCM,McMurdo Sound, Antarctica,Operated by the USA
NZKL,Wellington/Kelburn,New Zealand
NZSP,Amundsen-Scott South Pole Station,Operated by the USA
OAKB,Kabul,Afghanistan, Islamic State of
OBBI,Bahrain Intl.,Bahrain
OEAB,Abha,Saudi Arabia
OEAH,Al-Ahsa,Saudi Arabia
OEBA,El-Baha,Saudi Arabia
OEBH,Bisha,Saudi Arabia
OEDR,Dhahran Intl.,Saudi Arabia
OEDW,Dawadmi,Saudi Arabia
OEGN,Gizan,Saudi Arabia
OEGS,Gassim,Saudi Arabia
OEGT,Guriat,Saudi Arabia
OEHL,Hail,Saudi Arabia
OEHS,Al-Hasa,Saudi Arabia
OEJD,Jeddah (MET COM Centre),Saudi Arabia
OEJN,Jeddah/King Abdul Aziz Intl.,Saudi Arabia
OEKM,Khamis Mushait,Saudi Arabia
OEMA,Madinah,Saudi Arabia
OEMH,Muwiah,Saudi Arabia
OEMK,Makka,Saudi Arabia
OENG,Nejran,Saudi Arabia
OEOB,Obaylah,Saudi Arabia
OEPA,Hafr-Al-Batin,Saudi Arabia
OERF,Rafha,Saudi Arabia
OERK,Riyadh/King Khalid Intl.,Saudi Arabia
OERR,Arar,Saudi Arabia
OERY,Riyadh Intl.,Saudi Arabia
OESH,Sharura,Saudi Arabia
OESK,Al-Jouf,Saudi Arabia
OESL,Sulayel,Saudi Arabia
OESW,Shawala,Saudi Arabia
OETB,Tabuk,Saudi Arabia
OETF,Taif,Saudi Arabia
OETR,Turaif,Saudi Arabia
OEWJ,Wejh,Saudi Arabia
OEYN,Yenbo,Saudi Arabia
OIAA,Abadan/Intl.,Iran, Islamic Republic of
OIAD,Dezful,Iran, Islamic Republic of
OIAH,Gach-Saran Du-Gunbadan,Iran, Islamic Republic of
OIAJ,Omidieh,Iran, Islamic Republic of
OIAS,Safi-Abad,Iran, Islamic Republic of
OIBB,Bushehr,Iran, Islamic Republic of
OIBK,Kish Island,Iran, Islamic Republic of
OIFF,Esfahan AD (Isfahan),Iran, Islamic Republic of
OIFS,Shahre-Kord,Iran, Islamic Republic of
OIGG,Rasht,Iran, Islamic Republic of
OIHH,Hamedan,Iran, Islamic Republic of
OIHS,Nowjeh,Iran, Islamic Republic of
OIII,Tehran/Mehrabad Intl.,Iran, Islamic Republic of
OIKB,Bandar Abbass,Iran, Islamic Republic of
OIMC,Sarakhs,Iran, Islamic Republic of
OIZE,Chahbahar,Iran, Islamic Republic of
OIZH,Zahedan,Iran, Islamic Republic of
OJAM,Amman (Civil),Jordan
OKAM,Kuwait MET,Kuwait
OKBK,Kuwait COM,Kuwait
OKOH,--,Czech Republic
OKPR,Praha/Komorany,Czech Republic
OLBA,Beirut/Beirut Intl.,Lebanon
OMAA,Abu-Dhabi Intl.,United Arab Emirates
OMAD,Abu-Dhabi/Bateen,United Arab Emirates
OMAL,Al Ain,United Arab Emirates
OMDB,Dubai,United Arab Emirates
OMRK,Ras Al Khaimah Intl.,United Arab Emirates
OMSJ,Sharjah Intl.,United Arab Emirates
OOBR,Buraimi,Oman
OOKB,Khasab,Oman
OOMA,Masirah,Oman
OOMS,Muscat/Seeb Intl.,Oman
OOSA,Salalah,Oman
OOSH,Sohar,Oman
OOSQ,Saiq,Oman
OOSR,Sur,Oman
OOTH,Thumrait,Oman
OPKC,Karachi/Karachi Civil,Pakistan
OPSR,Sargodha (PAF),Pakistan
ORBB,Sirsenk/Bamarni,Iraq
ORBS,Baghdad/Sadam Intl.,Iraq
ORBW,Baghdad/Muthenna,Iraq
OSDI,Damascus/Intl.,Syrian Arab Republic
OSDS,Damas/Mezze,Syrian Arab Republic
OTBD,Doha Intl.,Qatar
OYAA,Aden Intl.,Yemen
OYHD,Hodeidah,Yemen
OYKM,Kamaran (As Salif),Yemen
OYMA,Al Mukha,Yemen
OYMB,Marib,Yemen
OYMC,Mokha,Yemen
OYSN,Sana'a Intl.,Yemen
OYTZ,Taiz/Ganad,Yemen
PAAQ,Palmer, AK,Alaska (U.S.A.)
PABE,Bethel,Alaska (U.S.A.)
PABR,Barrow, AK,Alaska (U.S.A.)
PABW,--,Alaska (U.S.A.)
PACD,Cold Bay,Alaska (U.S.A.)
PACR,Circle,Alaska (U.S.A.)
PADN,--,Alaska (U.S.A.)
PADQ,Kodiak,Alaska (U.S.A.)
PADU,UNALASKA,Alaska (U.S.A.)
PAER,--,Alaska (U.S.A.)
PAFA,Fairbanks International,Alaska (U.S.A.)
PAFB,Fairbanks/Wainwright AAF, AK,Alaska (U.S.A.)
PAFC,--,Alaska (U.S.A.)
PAFG,--,Alaska (U.S.A.)
PAHO,Homer,Alaska (U.S.A.)
PAJK,--,Alaska (U.S.A.)
PAJN,Juneau International,Alaska (U.S.A.)
PAKN,King Salmon,Alaska (U.S.A.)
PALU,Cape Lisburne LRRS,Alaska (U.S.A.)
PAMC,McGrath,Alaska (U.S.A.)
PANC,Anchorage Intl., AK,Alaska (U.S.A.)
PANT,Annette Island,Alaska (U.S.A.)
PAOM,Nome,Alaska (U.S.A.)
PAOT,Kotzebue/Ralph Wien Memorial,Alaska (U.S.A.)
PARH,--,Alaska (U.S.A.)
PASN,St. Paul Island,Alaska (U.S.A.)
PASY,Shemya AFB, AK,Alaska (U.S.A.)
PATO,--,Alaska (U.S.A.)
PAUA,--,Alaska (U.S.A.)
PAUN,Unalakleet,Alaska (U.S.A.)
PAVD,Valdez,Alaska (U.S.A.)
PAVQ,--,Alaska (U.S.A.)
PAVW,--,Alaska (U.S.A.)
PAWC,--,Alaska (U.S.A.)
PAWU,Anchorage VAAC,Alaska (U.S.A.)
PAYA,Yakutat,Alaska (U.S.A.)
PCIS,Canton Is.,Phoenix Islands
PGAC,Guam/Taguac,Guam
PGFW,Guam (Fleet Weather Central),Guam
PGRO,Rota/Intl, Rota I.,Northern Mariana islands
PGSN,Francisco C. Ada/Saipan International, Obyan,Northern Mariana islands
PGTW,Guam (Joint Typhoon Warning Center),Guam
PGUA,Guam/Andersen AFB,Guam
PGUM,Guam/Agana NAS,Guam
PGWT,West Tinian, Tinian Island,Northern Mariana islands
PHBK,Banking Sands, Kauai, HI,Hawaii (U.S.A.)
PHEB,Honolulu/Ewa Beach, HI (Pacific Tsunami Warning Center),Hawaii (U.S.A.)
PHFO,--,Hawaii (U.S.A.)
PHIK,Honolulu/Hickam AFB, Oahu I., HI,Hawaii (U.S.A.)
PHLI,Lihue, Kauai, HI,Hawaii (U.S.A.)
PHNL,Honolulu/Honolulu Intl.,Oahu, HI,Hawaii (U.S.A.)
PHNY,Lanai City, Lanai, HI,Hawaii (U.S.A.)
PHTO,Hilo/General Lyman Field, HI,Hawaii (U.S.A.)
PJON,Johnston Island/Johnston AFB,Johnston Island
PKMJ,Majuro,Marshall Islands
PKWA,Kwajalein,Marshall Islands
PPRH,--,Alaska (U.S.A.)
PTKK,Truk,Micronesia, Federated States of
PTPN,Ponape I.,Micronesia, Federated States of
PTRO,Koror,Micronesia, Federated States of
PTYA,Yap,Micronesia, Federated States of
PWAK,Wake,Wake Island
RCTP,Taibei City/Taibei Intl. AP,China
RJAA,Tokyo/New Tokyo Intl., Honshu I.,Japan
RJBB,Kansai Intl.,Japan
RJBD,Nanki-Shirahama,Japan
RJBH,Hiroshimanishi,Japan
RJBT,Tajima,Japan
RJCB,Obihiro,Japan
RJCC,Sapporo/Chitose Hokkaido I.,Japan
RJCH,Hakodate,Japan
RJCK,Kushiro,Japan
RJCM,Memanbetsu,Japan
RJCN,Nakashibetsu,Japan
RJCW,Wakkanai,Japan
RJDB,Iki,Japan
RJDC,Yamaguchi-Ube,Japan
RJDT,Tsushima,Japan
RJEB,Monbetsu,Japan
RJEC,Asahikawa,Japan
RJFF,Fukuoka, Kyushu I.,Japan
RJFG,Tanegashima,Japan
RJFK,Kagoshima, Kyushu I.,Japan
RJFM,Miyazaki,Japan
RJFO,Oita,Japan
RJFR,Kitakyushu,Japan
RJFS,Saga,Japan
RJFT,Kumamoto,Japan
RJFU,Nagasaki,Japan
RJKA,Amami,Japan
RJKB,Okierabu,Japan
RJKN,Tokunoshima Is.,Japan
RJNF,Fukui,Japan
RJNK,Komatsu Civil,Japan
RJNN,Nagoya, Honshu I.,Japan
RJNT,Toyama,Japan
RJOA,Hiroshima,Japan
RJOB,Okayama,Japan
RJOC,Izumo,Japan
RJOI,Iwakuni, Honshu I.,Japan
RJOK,Kochi,Japan
RJOM,Matsuyama,Japan
RJOO,Osaka/Osaka Intl., Honshu I.,Japan
RJOR,Tottori,Japan
RJOT,Takamatsu,Japan
RJOW,Iwami,Japan
RJOY,Osaka/Yao,Japan
RJSA,Aomori,Japan
RJSC,Yamagata,Japan
RJSF,Fukushima,Japan
RJSI,Hanamaki,Japan
RJSK,Akita,Japan
RJSM,Misawa, Honshu I.,Japan
RJSN,Niigata, Honshu I.,Japan
RJSR,Odate-Noshiro,Japan
RJSS,Sendai,Japan
RJSY,Shonai,Japan
RJTA,Atsugi, Honshu I.,Japan
RJTD,Tokyo, Honshu I.,Japan
RJTF,Chofu,Japan
RJTH,Hachijojima,Japan
RJTI,Tokyo Heliport,Japan
RJTO,Oshima,Japan
RJTQ,Miyakejima,Japan
RJTT,Tokyo/Tokyo Intl., Honshu I.,Japan
RJTY,Yokota, Honshu I.,Japan
RJTZ,Fuchu,Japan
RKJJ,Kwangju,Republic of Korea
RKJK,Kunsan,Republic of Korea
RKNH,Hoengsung,Republic of Korea
RKNN,Kangnung,Republic of Korea
RKNS,Hakpo,Republic of Korea
RKPC,Cheju/Intl.,Republic of Korea
RKPK,Kimhae/Intl.,Republic of Korea
RKPM,Moseulpo,Republic of Korea
RKPP,Pusan,Republic of Korea
RKPS,Sachon,Republic of Korea
RKSK,Susaek,Republic of Korea
RKSL,Seoul (City),Republic of Korea
RKSO,Osan,Republic of Korea
RKSS,Seoul/Kimpo Intl.,Republic of Korea
RKSW,Suwon,Republic of Korea
RKSY,Seoul/Yungsan,Republic of Korea
RKTD,Taejon,Republic of Korea
RKTN,Taegu/Tongchon,Republic of Korea
ROAH,Naha,Ryukyu Islands
RODN,Okinawa/Kadena AB,Ryukyu Islands
RPMK,Clark AB. Pampanga,Philippines
RPMM,Manila/Intl.,Philippines
RPMS,Sangley Point NS, Cavite,Philippines
RPMT,Lapu-Lapu/Mactan Intl.,Philippines
RUAA,Arkhangelsk,Russian Federation
RUAM,Amderma,Russian Federation
RUCH,Chita,Russian Federation
RUDS,Dickson,Russian Federation
RUEK,Ekaterinburg,Russian Federation
RUHB,Khabarovsk,Russian Federation
RUIR,Irkutsk,Russian Federation
RUKR,Krasnoyarsk,Russian Federation
RUKU,Kursk,Russian Federation
RUMG,Magadan,Russian Federation
RUML,Molodeznaja,Operated by the Russian Federation
RUMS,Moscow,Russian Federation
RUMU,Murmansk,Russian Federation
RUNN,Nizhny Novgorod,Russian Federation
RUNW,Novosibirsk,Russian Federation
RUOM,Omsk,Russian Federation
RUPK,Petropavlovsk-Kamchatski,Russian Federation
RUPV,Pevek,Russian Federation
RURD,Rostov-on-Don,Russian Federation
RUSH,Yuzhno-Sakhalinsk,Russian Federation
RUSM,Samara,Russian Federation
RUSP,St. Petersburg,Russian Federation
RUTS,Tiksi,Russian Federation
RUUF,Ufa,Russian Federation
RUVV,Vladivostok,Russian Federation
RUYK,Yakutsk,Russian Federation
SABM,Buenos Aires (Centro Regional Met.),Argentina
SAWB,Base Mariambo Ant.,Argentina
SBAF,Rio de Janeiro/Afonsos, RJ,Brazil
SBAM,Amapa/Amapa, AP,Brazil
SBBH,Belo Horizonte/Pampulha, MG,Brazil
SBBR,Brasilia/Intl., DF,Brazil
SBCP,Campos/Bartolomeu Lisandro, RJ,Brazil
SBCY,Cuiaba/Ma. Rondon, Mt,Brazil
SBES,Sao Pedro da Aldeia, RJ,Brazil
SBGO,Goiania/Santa Genoveva, GO,Brazil
SBJR,Rio de Janeiro/Jacarepagua, RJ,Brazil
SBME,Macae, RJ,Brazil
SBMN,Manaus/Ponta Pelada, AM,Brazil
SBPA,Porto Alegre/Salgado Filho, RS,Brazil
SBRF,Recife/Guararapes,PE,Brazil
SBRJ,Rio de Janeiro/Santos Dumont, RJ,Brazil
SBSC,Rio de Janeiro/Santa Cruz, RJ,Brazil
SBSP,Sao Paulo/Congonhas, SP,Brazil
SBUR,Uberaba, MG,Brazil
SBVT,Vitoria/Goiabeira, ES,Brazil
SCEF,Base Pte. Eduardo Frei Montalva (Centro MET Antártico),Operated by Chile
SCER,Quintero,Chile
SCFA,Antofagasta/Cerro Moreno,Chile
SCMO,Puerto Montt/La Chamiza,Chile
SCSC,Santiago (Capital),Chile
SEGU,Guayaquil,Ecuador
SEQU,Quito,Ecuador
SGAS,Asunción,Paraguay
SHVA,Valpaiso/Hel Mil Capitania de Puerto,Chile
SKBG,Bucaramanga/Santander,Colombia
SKBO,Bogota/Eldorado,Colombia
SKBQ,Barranquilla,Colombia
SKCG,Cartagena/Bolivar,Colombia
SKCL,Cali,Colombia
SKLT,Leticia/Amazonas,Colombia
SKMD,Medellín,Colombia
SKRG,Rionegro/Antioquia,Colombia
SKSP,San Andrés I.,Colombia
SLLP,La Paz/Kennedy Intl.,Bolivia
SMZY,Paramaribo/Zanderij,Suriname
SOCA,Cayenne/Rochambeau (Cayenne),French Guiana
SOWR,Warszawa,Poland
SPIM,Lima/Callao Jorge Chávez,Peru
SPLI,Lima,Peru
STAF,Vernadsky,Operated by Ukraine
STFK,Falkland Is.,Falkland Islands (Malvinas) and Dependencies
SUMU,Montevideo (Centro Meteorológico Nacional),Uruguay
SVAC,Acarigua,Venezuela
SVBC,Barcelona,Venezuela
SVBM,Barquisimeto,Venezuela
SVBS,B.A. Mariscal Sucre - Maracay,Venezuela
SVCB,Ciudad Bolivar,Venezuela
SVCR,Coro,Venezuela
SVCU,Cumana,Venezuela
SVCZ,Carrizal B.A.,Venezuela
SVFM,B.A. Francisco Miranda - Caracas,Venezuela
SVGD,Guasdualito,Venezuela
SVGI,Guiriä,Venezuela
SVGU,Guanare,Venezuela
SVLO,La Orchila B.N.,Venezuela
SVLS,Las Piedras,Venezuela
SVMC,Maracaibo - La Chinita,Venezuela
SVMD,Mérida,Venezuela
SVMG,Porlamar, Intl. del Caribe,Venezuela
SVMI,Caracas-Maiquetía, Intl. Simon Bolivar,Venezuela
SVMN,Mene Grande,Venezuela
SVMR,B.A. Mariscal Sucre - Maracay,Venezuela
SVMT,Maturin,Venezuela
SVPA,Puerto Ayacucho,Venezuela
SVPC,Puerto Cabello,Venezuela
SVSA,San Antonio, Tachira,Venezuela
SVSE,Santa Elena de Uairen,Venezuela
SVSJ,San Juan de los Morros,Venezuela
SVSO,Santo Domingo, B.A.,Venezuela
SVSR,San Fernando de Apure,Venezuela
SVTM,Tumeremo,Venezuela
SVTR,Temblador,Venezuela
SVVL,Valera,Venezuela
SXHI,--,Slovakia
SYCJ,Timehri/Cheddi Jagan International,Guyana
TAPA,St. Johns/Coolidge, Antigua I.,Antigua and Barbuda
TAPW,--,Antigua and Barbuda
TBAC,--,Barbados
TBPB,Bridgetown/Grantley Adams Intl.,Barbados
TBPO,Bridgetown,Barbados
TDFF,--,Dominica
TDPD,Melville Hall,Dominica
TFFD,Fort de France (Ville), Martinique,French Antilles
TFFF,Fort de France/Lamentin, Martinique,French Antilles
TFFR,Pointe-à-Pitre/Le Raizet, Guadeloupe,French Antilles
TGPG,St. Georges,Grenada
TGPY,Point Saline,Grenada
TIST,St. Thomas/Harry S. Truman,Virgin Islands
TISX,St. Croix/Alexander Hamilton,Virgin Islands
TJBQ,Aguadilla/Ramey AB,Puerto Rico
TJMZ,Mayaguez/Mayaguez,Puerto Rico
TJNR,Roosevelt Roads NAS,Puerto Rico
TJPS,Ponce Mercedita,Puerto Rico
TJSJ,San Juan/Puerto Rico Intl.,Puerto Rico
TJST,--,Puerto Rico
TJSU,--,Puerto Rico
TKAC,--,Saint Kitts and Nevis
TKFF,--,Saint Kitts and Nevis
TKPK,Basseterre/Golden Rock, St. Christopher,Saint Kitts and Nevis
TKPN,VanceWinkworth, Amory, St. Chrisopher (St. Kitts) and Nevis,Saint Kitts and Nevis
TKUR,--,Saint Kitts and Nevis
TLPC,Castries/Vigie,Saint Lucia
TLPL,Vieux-Fort/Hewanorra Intl.,Saint Lucia
TNCA,Oranjestad/Prinses Beatrix, Aruba,Aruba
TNCB,Kralendijk/Flamingo, Bonaire,Netherlands Antilles
TNCC,Willemstad/Dr. A. Plesman, Curaçao,Netherlands Antilles
TNCE,Sint Eustatius, Sint Eustatius I.,Netherlands Antilles
TNCM,Philipsburg/Juliana, Sint Maarten,Netherlands Antilles
TTBB,--,Trinidad and Tobago
TTCP,Scarborough/Crown Point, Tobago,Trinidad and Tobago
TTOO,--,Trinidad and Tobago
TTPA,--,Trinidad and Tobago
TTPP,Port-of-Spain/Piarco, Trinidad,Trinidad and Tobago
TTRP,--,Trinidad and Tobago
TTTP,--,Trinidad and Tobago
TTZP,Piarco FIR/ACC,Trinidad and Tobago
TXKF,Bermuda NAS,Bermuda
TXLF,--,Bermuda
UAAA,Almaty,Kazakhstan
UAAT,Taldykorgan,Kazakhstan
UACK,Kokshetau,Kazakhstan
UACP,Petropavlovsk,Kazakhstan
UADD,Taraz,Kazakhstan
UAFF,Bishkek,Kyrgyzstan
UAII,Shymkent,Kazakhstan
UAKD,Zhezkazgan,Kazakhstan
UAKK,Karaganda,Kazakhstan
UAOO,Kyzlorda,Kazakhstan
UARR,Uralsk,Kazakhstan
UASK,Ust-Kemenogorsk,Kazakhstan
UASP,Pavlodar,Kazakhstan
UAST,Astana,Kazakhstan
UATE,Aktau,Kazakhstan
UATG,Atyrau,Kazakhstan
UATT,Aktobe,Kazakhstan
UAUU,Kostanay,Kazakhstan
UBBB,Baku,Azerbaijan
UGEE,Yerevan,Armenia
UGGG,Tbilisi/Novoalexeyvka + FIR,Georgia
UKBB,Kyiv/Bory Spil,Ukraine
UKBV,Kyiv Fir/Acc,Ukraine
UKBW,--,Bangladesh
UKDV,Dnepropetrovsk FIR/ACC,Ukraine
UKDW,--,Ukraine
UKFF,Simferopol,Ukraine
UKFV,Simferopol FIR/ACC,Ukraine
UKHH,Kharkiv,Ukraine
UKLL,L'Viv,Ukraine
UKLV,L'Viv FIR/ACC,Ukraine
UKLW,--,Ukraine
UKMS,Kiev,Ukraine
UKOO,Odesa,Ukraine
UKOV,Odesa FIR/ACC,Ukraine
UKOW,--,Ukraine
UMMN,Minsk,Belarus
UMMS,Minsk-2,Belarus
UMRR,Riga/Skulte+FIR,Latvia
UMWK,Kaunas,Lithuania
UMWP,Palanga,Lithuania
UMWW,Vilnius+FIR,Lithuania
UTAA,Ashgabat+FIR,Turkmenistan
UTDD,Dushanbe,Tajikistan
UTTW,Tashkent,Uzbekistan
VABB,Bombay,India
VBRR,Nay Pyi Taw,Myanmar
VCCC,Colombo/Ratmalana,Sri Lanka
VDPP,Phnom-Penh,Cambodia
VGDC,Dacca/Tejgaon (DCA),Bangladesh
VGZR,Dhaka/Zia Intl.,Bangladesh
VHHH,Hong Kong,Hong Kong, China
VIDP,Delhi/Indira Gandhi Intl.,India
VLIV,Vientiane/Wattay,Lao People's Democratic Republic
VLVT,Vientiane/Wattay,Lao People's Democratic Republic
VMMC,Macau/Intl. Airport,Macao, China
VNKT,Kathmandu/Intl.,Nepal
VNNN,Ha Noï,Viet Nam
VOMM,Madras,India
VRGN,Gan,Maldives
VRMM,Male/Intl.,Maldives
VTBB,Bangkok (City),Thailand
VTBD,Bangkok/Bangkok Intl.,Thailand
VTBU,Rayong/Utapao,Thailand
VTCC,Chiang Mai,Thailand
VTCR,Chiang Rai,Thailand
VTSM,Surathani/Samui,Thailand
VTSP,Phuket,Thailand
VTSS,Songkhla/Hat Yai,Thailand
VTUU,Ubon Ratchathani,Thailand
VVNB,Hanoi/Noibai,Viet Nam
VVTS,Ho Chi Minh/Tansonnhat,Viet Nam
VVVS,Ho Chi Minh Ville,Viet Nam
VYYY,Yangon Intl.,Myanmar
WBSB,Brunei Intl.,Brunei Darussalam
WIII,Jakarta/Soekarno Hatta Intl.,Indonesia
WIIX,Jakarta (City),Indonesia
WMKK,Kuala Lumpur Intl.,Malaysia
WMKP,Penang,Malaysia
WSSS,Singapore,Singapore
WTEC,--,United States of America
YRBK,Bucarest,Romania
ZATI,Tirana,Albania
